order_id,order_date,ship_date,region,segment,category,sub_category,product_name,sales,profit,discount,quantity,ship_mode
CA-2017-114440,9/14/2017,9/17/2017,Central,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,8.763,0,3,Second Class
US-2015-134026,4/26/2015,5/2/2015,South,Consumer,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,-114.3912,0.2,8,Standard Class
US-2015-134026,4/26/2015,5/2/2015,South,Consumer,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,1.213,0.2,2,Standard Class
US-2015-134026,4/26/2015,5/2/2015,South,Consumer,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,-18.196,0.2,1,Standard Class
US-2017-118038,12/9/2017,12/11/2017,Central,Corporate,Office Supplies,Binders,Economy Binders,1.248,-1.9344,0.8,3,First Class
US-2017-118038,12/9/2017,12/11/2017,Central,Corporate,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,-5.8248,0.6,3,First Class
US-2017-118038,12/9/2017,12/11/2017,Central,Corporate,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,2.724,0.2,3,First Class
US-2014-147606,11/26/2014,12/1/2014,Central,Consumer,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,-14.475,0.6,5,Second Class
CA-2016-127208,6/12/2016,6/15/2016,South,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,56.2032,0,1,First Class
CA-2016-127208,6/12/2016,6/15/2016,South,Corporate,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,8.0352,0,3,First Class
CA-2014-139451,10/12/2014,10/16/2014,West,Consumer,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,4.172,0,5,Standard Class
CA-2014-139451,10/12/2014,10/16/2014,West,Consumer,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,6.2031,0,1,Standard Class
CA-2015-149734,9/3/2015,9/8/2015,South,Corporate,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.8075,0.2,7,Standard Class
US-2017-119662,11/13/2017,11/16/2017,Central,Home Office,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,-48.9549,0.2,3,First Class
CA-2017-140088,5/28/2017,5/30/2017,South,Consumer,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,33.2156,0,2,Second Class
CA-2017-155558,10/26/2017,11/2/2017,Central,Consumer,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966,0,1,Standard Class
CA-2017-155558,10/26/2017,11/2/2017,Central,Consumer,Office Supplies,Labels,Avery 511,6.16,2.9568,0,2,Standard Class
CA-2016-159695,4/5/2016,4/10/2016,Central,Home Office,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,13.8572,0.2,7,Second Class
CA-2016-109806,9/17/2016,9/22/2016,West,Corporate,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,6.633,0,3,Standard Class
CA-2016-109806,9/17/2016,9/22/2016,West,Corporate,Technology,Phones,Panasonic Kx-TS550,73.584,8.2782,0.2,2,Standard Class
CA-2016-109806,9/17/2016,9/22/2016,West,Corporate,Office Supplies,Paper,Xerox 1995,6.48,3.1104,0,1,Standard Class
CA-2015-149587,1/31/2015,2/5/2015,Central,Consumer,Office Supplies,Paper,Xerox 1999,12.96,6.2208,0,2,Second Class
CA-2015-149587,1/31/2015,2/5/2015,Central,Consumer,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,16.5354,0,3,Second Class
CA-2015-149587,1/31/2015,2/5/2015,Central,Consumer,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,16.1504,0,2,Second Class
US-2017-109484,11/6/2017,11/12/2017,West,Home Office,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,-3.788,0.7,1,Standard Class
CA-2017-161018,11/9/2017,11/11/2017,East,Home Office,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,40.5426,0,7,Second Class
CA-2017-157833,6/17/2017,6/20/2017,West,Consumer,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,17.9592,0.2,3,First Class
CA-2016-149223,9/6/2016,9/11/2016,Central,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,22.5852,0,6,Standard Class
CA-2016-158568,8/29/2016,9/2/2016,Central,Home Office,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,22.6184,0.2,7,Standard Class
CA-2016-158568,8/29/2016,9/2/2016,Central,Home Office,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.7973,0.2,3,Standard Class
CA-2016-158568,8/29/2016,9/2/2016,Central,Home Office,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,-3.0396,0.8,3,Standard Class
CA-2016-129903,12/1/2016,12/4/2016,Central,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,11.7208,0,4,Second Class
US-2015-156867,11/13/2015,11/17/2015,West,Consumer,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,-26.8758,0.2,6,Standard Class
US-2015-156867,11/13/2015,11/17/2015,West,Consumer,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,-3.8385,0.2,3,Standard Class
US-2015-156867,11/13/2015,11/17/2015,West,Consumer,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,-25.8174,0.7,3,Standard Class
CA-2017-119004,11/23/2017,11/28/2017,South,Consumer,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,17.6016,0.2,8,Standard Class
CA-2017-119004,11/23/2017,11/28/2017,South,Consumer,Technology,Phones,Speck Products Candyshell Flip Case,27.992,2.0994,0.2,1,Standard Class
CA-2017-119004,11/23/2017,11/28/2017,South,Consumer,Office Supplies,Art,Newell Chalk Holder,3.304,1.0738,0.2,1,Standard Class
CA-2015-129476,10/15/2015,10/20/2015,Central,Home Office,Technology,Accessories,Logitech�Gaming G510s - Keyboard,339.96,67.992,0.2,5,Standard Class
CA-2017-146780,12/25/2017,12/30/2017,East,Corporate,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,10.9096,0,2,Standard Class
CA-2016-128867,11/3/2016,11/10/2016,Central,Consumer,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,22.788,0,2,Standard Class
CA-2016-128867,11/3/2016,11/10/2016,Central,Consumer,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,13.3476,0,6,Standard Class
CA-2014-115259,8/25/2014,8/27/2014,East,Consumer,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14.5348,0.2,14,Second Class
CA-2014-115259,8/25/2014,8/27/2014,East,Consumer,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1.652,0.2,2,Second Class
CA-2014-115259,8/25/2014,8/27/2014,East,Consumer,Office Supplies,Paper,Xerox 1921,23.976,7.4925,0.2,3,Second Class
CA-2014-115259,8/25/2014,8/27/2014,East,Consumer,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,44.0316,0.2,6,Second Class
CA-2015-110457,3/2/2015,3/6/2015,West,Consumer,Furniture,Tables,Hon Racetrack Conference Tables,787.53,165.3813,0,3,Standard Class
US-2015-136476,4/5/2015,4/10/2015,South,Corporate,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,-115.7156,0.7,1,Standard Class
CA-2016-103730,6/12/2016,6/15/2016,East,Consumer,Furniture,Furnishings,Artistic Insta-Plaque,47.04,18.3456,0,3,First Class
CA-2016-103730,6/12/2016,6/15/2016,East,Consumer,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.878,0,4,First Class
CA-2016-103730,6/12/2016,6/15/2016,East,Consumer,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,63.4368,0,6,First Class
CA-2016-103730,6/12/2016,6/15/2016,East,Consumer,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,51.759,0,9,First Class
CA-2016-103730,6/12/2016,6/15/2016,East,Consumer,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.7316,0,7,First Class
US-2014-152030,12/26/2014,12/28/2014,Central,Home Office,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,-8.5794,0.3,3,Second Class
US-2014-134614,9/20/2014,9/25/2014,Central,Consumer,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,-407.682,0.5,6,Standard Class
US-2017-107272,11/5/2017,11/12/2017,West,Consumer,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,-1.8308,0.7,2,Standard Class
US-2017-107272,11/5/2017,11/12/2017,West,Consumer,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,30.499,0.2,7,Standard Class
US-2016-125969,11/6/2016,11/10/2016,West,Home Office,Furniture,Chairs,"Global Task Chair, Black",81.424,-9.1602,0.2,2,Second Class
US-2016-125969,11/6/2016,11/10/2016,West,Home Office,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,26.2416,0,3,Second Class
US-2017-164147,2/2/2017,2/5/2017,East,Corporate,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,-11.994,0.4,5,First Class
US-2017-164147,2/2/2017,2/5/2017,East,Corporate,Office Supplies,Paper,Xerox 1916,78.304,29.364,0.2,2,First Class
US-2017-164147,2/2/2017,2/5/2017,East,Corporate,Office Supplies,Fasteners,Staples,21.456,6.9732,0.2,9,First Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Paper,Xerox 195,20.04,9.6192,0,3,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Paper,Xerox 1880,35.44,16.6568,0,1,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,3.456,0,4,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Fasteners,Ideal Clamps,4.02,1.9698,0,2,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Binders,GBC Wire Binding Strips,76.176,26.6616,0.2,3,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,18.4464,0,6,Standard Class
CA-2016-145583,10/13/2016,10/19/2016,West,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,20.6976,0,14,Standard Class
CA-2016-110366,9/5/2016,9/7/2016,East,Corporate,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,10.35,0.2,2,Second Class
CA-2017-106180,9/18/2017,9/23/2017,West,Corporate,Office Supplies,Art,Newell 343,8.82,2.3814,0,3,Standard Class
CA-2017-106180,9/18/2017,9/23/2017,West,Corporate,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,5.1042,0,3,Standard Class
CA-2017-106180,9/18/2017,9/23/2017,West,Corporate,Office Supplies,Paper,Xerox 1911,143.7,68.976,0,3,Standard Class
CA-2017-155376,12/22/2017,12/27/2017,Central,Consumer,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,218.2518,0,3,Standard Class
CA-2015-110744,9/7/2015,9/12/2015,West,Consumer,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,20.1579,0,7,Standard Class
CA-2014-110072,10/22/2014,10/28/2014,East,Home Office,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,12.9096,0.2,4,Standard Class
CA-2016-114489,12/5/2016,12/9/2016,Central,Corporate,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,384.45,103.8015,0,11,Standard Class
CA-2016-114489,12/5/2016,12/9/2016,Central,Corporate,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,5.9988,0,3,Standard Class
CA-2016-114489,12/5/2016,12/9/2016,Central,Corporate,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,585.552,0,8,Standard Class
CA-2016-114489,12/5/2016,12/9/2016,Central,Corporate,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,80.6285,0,5,Standard Class
CA-2016-158834,3/13/2016,3/16/2016,West,Home Office,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.766,0.2,5,First Class
CA-2016-158834,3/13/2016,3/16/2016,West,Home Office,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded�Headset,203.184,15.2388,0.2,2,First Class
CA-2015-124919,5/31/2015,6/2/2015,West,Corporate,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,26.271,0,7,First Class
CA-2015-124919,5/31/2015,6/2/2015,West,Corporate,Office Supplies,Paper,Xerox 1883,105.52,48.5392,0,4,First Class
CA-2015-124919,5/31/2015,6/2/2015,West,Corporate,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,21.0288,0,6,First Class
CA-2015-118948,5/28/2015,6/3/2015,West,Home Office,Office Supplies,Art,Newell 311,6.63,1.7901,0,3,Standard Class
CA-2014-104269,3/1/2014,3/6/2014,West,Consumer,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,51.4764,0.2,2,Second Class
CA-2016-114104,11/20/2016,11/24/2016,Central,Consumer,Office Supplies,Labels,Avery 519,14.62,6.8714,0,2,Standard Class
CA-2016-114104,11/20/2016,11/24/2016,Central,Consumer,Technology,Phones,Avaya 5420 Digital phone,944.93,236.2325,0,7,Standard Class
CA-2016-162733,5/11/2016,5/12/2016,West,Consumer,Office Supplies,Paper,Xerox 1920,5.98,2.691,0,1,First Class
CA-2015-119697,12/28/2015,12/31/2015,East,Consumer,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,1.3596,0.2,2,Second Class
CA-2016-154508,11/16/2016,11/20/2016,West,Consumer,Office Supplies,Envelopes,Staple envelope,28.4,13.348,0,5,Standard Class
CA-2016-113817,11/7/2016,11/11/2016,West,Consumer,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,9.688,0.2,2,Standard Class
CA-2014-139892,9/8/2014,9/12/2014,Central,Consumer,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,2.7324,0.2,3,Standard Class
CA-2014-139892,9/8/2014,9/12/2014,Central,Consumer,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,-1359.992,0.4,8,Standard Class
CA-2014-139892,9/8/2014,9/12/2014,Central,Consumer,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,-58.6347,0.2,3,Standard Class
CA-2014-139892,9/8/2014,9/12/2014,Central,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,-24.858,0.3,9,Standard Class
CA-2014-139892,9/8/2014,9/12/2014,Central,Consumer,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6.8136,0.2,6,Standard Class
